,Unnamed: 0,Unnamed: 0.1,index,created_at,id,text,language,shingleSet,signature,builtModel_sentiment,vader_score
67,67,70,74.0,Sun May 02 23:58:53 +0000 2021,1.3890065098504397e+18,  Super Mario Odyssey  Switch  physical and digital releases are both        right now  Amazon   GameS ,en,"{799478401, 3379989121, 887809413, 294715915, 3909692303, 591739285, 4013102741, 46998425, 3707079195, 53734566, 2530422836, 1029217334, 2505576891, 4028647744, 2220876227, 3628315459, 1517686097, 1361486930, 3585956053, 3824109143, 2610257367, 664101341, 2114288115}","[23040273, 251401958, 821047452, 156369688, 55097208, 632332992, 375438918, 36281300, 703724445, 345322123]",-1,0.6808
68,68,71,75.0,Sun May 02 23:58:49 +0000 2021,1.3890064932283392e+18, if you don t have an ice maker ,en,"{1749315042, 1379939495, 244608393, 439116594, 281566355, 2238474488, 1560967259, 4116719260}","[579794542, 119677308, 378202638, 1141398317, 1080886890, 307653257, 51536236, 9135663, 1824295559, 25569962]",1,0.0
69,69,72,76.0,Sun May 02 23:58:47 +0000 2021,1.389006486236541e+18,Lightning Offer BAGAIL Microfiber Towel Perfect Sports  amp  Travel  amp  Beach Towel  Fast Drying At only       instead of  ,en,"{827939456, 2121510535, 3680197771, 3931687438, 2210996368, 3182793616, 4091603986, 4013102741, 216762265, 3546351004, 2891370273, 603434541, 2712565041, 3492235570, 2695990193, 3621370423, 2471807231, 1528328260, 1483111513, 102403037, 740071781, 3563271013, 2124787952, 673101694, 1384462207}","[301768268, 334838233, 106516608, 34158627, 263679608, 22532445, 1858542, 93105185, 109873951, 85276935]",1,0.5719
70,70,73,77.0,Sun May 02 23:58:41 +0000 2021,1.3890064628574904e+18,    May       England s King Henry VIII has his former wife Anne  Boleyn arrested for high  treason  She is sent to the T ,en,"{1442273289, 940511630, 4013102741, 2346892567, 1857045528, 3793427353, 2990040101, 863331625, 1497312177, 454385974, 269593654, 2691275576, 2802950973, 2625074239, 2788766911, 3102005314, 3093371587, 256487239, 106872904, 2326592202, 2765285974, 1916033118, 2287862372, 280930025, 399898345, 2691170923, 3162170229, 1949003259, 829419007}","[50481236, 53511275, 338277436, 15209086, 80704093, 127374877, 4619034, 212280109, 65010846, 17188114]",1,-0.7184
71,71,74,78.0,Thu Apr 29 19:00:02 +0000 2021,1.387844140403204e+18,he truth won t suffice  he will have to fight for it   Meet  VakeelSaabOnPrime now    ,en,"{2169990914, 3972369289, 1177388812, 1122359180, 4013102741, 2078767774, 3578559653, 2561895210, 833462444, 617917101, 4106462508, 3855792824, 669825097, 1642595159, 2083627995, 1376352091, 4263227370, 651663603, 2591597427, 523184253}","[169857437, 99862330, 327374783, 480760965, 75195331, 55870150, 96629261, 326294843, 32875885, 151692430]",-1,0.5267
72,72,75,79.0,Sat May 01 23:59:55 +0000 2021,1.3886443837974856e+18,  Animal Crossing  New Horizons   Timmy  amp  Tommy   Nintendo Switch Lite Skin is       on Amazon   ad https ,en,"{3867931009, 2259154950, 4013102741, 316965412, 2402026281, 59885230, 3353696305, 3492235570, 2694720440, 3708679483, 2505576891, 486469566, 4000343234, 2457655621, 4069177673, 1361610954, 1706220235, 263076043, 4164471123, 4113955669, 1732621911, 3689716059, 2400805604, 490482917, 2399324517, 1547005937, 2771957362, 4048817653, 2671228406}","[984298989, 49395427, 337830589, 156885192, 172636026, 128174267, 424063824, 200570000, 155842023, 343730173]",1,0.1779
73,73,76,80.0,Sat May 01 23:59:55 +0000 2021,1.3886443833612206e+18,Check out this book   A Very Dangerous Woman  The Lives  Loves and Lies of Russia s Most Seductive Spy  by Deborah  ,en,"{4031886594, 2899256580, 2365690123, 4126364941, 1722886288, 3757857563, 939212060, 999145383, 1407272104, 874639293, 3476131141, 1026112583, 2531035720, 4065517525, 1398000214, 502593237, 551396186, 76677345, 821352934, 2639265511, 3520343538, 3056686581, 3284048758, 2420164601, 1065866875, 861061245}","[258508401, 6872946, 190209104, 240977587, 36241187, 478318181, 205115851, 100655769, 130111322, 220823491]",1,-0.3597
74,74,77,81.0,Sat May 01 23:59:55 +0000 2021,1.3886443831011615e+18, Infinite Wisdom   Infinite Wisdom  II  The Fight With  ,en,"{3696862437, 2895407591, 996202216, 3840414441, 2014067433, 941106665, 1212889390, 3288775034, 1436565806, 1669769146, 4262643294}","[654547904, 851815762, 860167662, 118939649, 190005080, 137327971, 287375728, 812713152, 242127216, 240038656]",-1,0.6369
75,75,78,82.0,Sat May 01 23:59:53 +0000 2021,1.3886443772753797e+18,Liberty and Justice for All T Shirt BUY HERE   BlackLivesMatter   BlackTwitter ,en,"{2831908672, 4138569477, 281813226, 3150353644, 2807804174, 1893871502, 151171219, 3860350163, 2070246131, 3042221108, 77788664, 2276524410, 2022437755, 3469140796}","[80378007, 230760673, 52391411, 35091740, 39562227, 54490838, 342059084, 278435228, 133177642, 40685465]",1,0.7783
76,76,79,83.0,Sat May 01 23:59:52 +0000 2021,1.3886443725399736e+18,  Destroy All Humans  DNA Collector s Edition  PC  is        on Amazon  MSRP            ad  ,en,"{4013102741, 4181616534, 233857692, 3586308642, 316965412, 2306817840, 3004536002, 2224896729, 3689716059, 4070334302, 559423331, 2399324517, 3234976235, 1139419372, 3757674862, 4178348656, 1241593970, 4048817653, 2671228406, 3739607289, 1203629050, 1196659323, 3770028412, 68013311}","[73744134, 126902949, 119334641, 132016986, 116022311, 128174267, 84529337, 27807834, 230038758, 343730173]",1,-0.4215
77,77,80,84.0,Sat May 01 23:59:48 +0000 2021,1.3886443545631334e+18, Infinite Wisdom   Infinite Wisdom  II  The Fight Within ,en,"{3696862437, 2895407591, 996202216, 3840414441, 2014067433, 1212889390, 1669769146, 4099862491, 948031516, 4262643294}","[654547904, 622949234, 860167662, 922806819, 190005080, 137327971, 430833963, 812713152, 242127216, 234826313]",1,0.6369
78,78,81,85.0,Sat May 01 23:59:46 +0000 2021,1.3886443441402716e+18,      Ring Light Bundle for           Save     with promo code   RFDK          Seller MUST be MoonLak ,en,"{76694145, 3464214147, 3059496837, 4000049034, 1075781259, 676968847, 4013102741, 3781430423, 3901776413, 970926624, 3816200231, 1886540094, 2030374597, 364031173, 2015327175, 513668042, 396865491, 1234888413, 824735718, 2609652587, 2747253101, 1250568945, 521054717}","[59211994, 74969349, 150754471, 81712332, 17257008, 34038345, 135915869, 42762762, 63818508, 128178149]",1,0.4939
79,79,82,86.0,Sat May 01 23:59:43 +0000 2021,1.388644334191485e+18, Thank you for clarifying  Please try these troubleshooting steps and let us know if the issue cont  ,en,"{562016642, 3184846595, 1881861509, 1729215622, 2407261960, 586358928, 699615255, 2059268378, 2420849051, 36403229, 1732310817, 1177812002, 352616876, 2101894199, 1089214785, 1218617807, 3147964881, 2650690781, 3286657249}","[11907847, 234380722, 378215119, 16305852, 1599032, 13392007, 236747755, 83956030, 371348256, 290098084]",1,0.6705
80,80,83,87.0,Sat May 01 23:59:41 +0000 2021,1.3886443245821706e+18,   FREEreadKU  Was having stressful day but this book is guaranteed to leave you chilled with a smile on your face  Review AFT ,en,"{3628672008, 4013102741, 983280149, 2035260572, 3592475308, 1791270447, 4237590320, 3945828787, 4222182835, 2788530229, 242879305, 135623116, 1398591442, 2993093458, 255120596, 3237811030, 2395377368, 604804184, 2252952154, 2016846694, 1244327667, 1906767861, 3392008565, 2550366453, 4162995070, 2364021887}","[43795190, 70117687, 9990611, 37349057, 42052834, 51712659, 71298356, 326294843, 225331719, 197282437]",1,0.2023
81,81,84,88.0,Sat May 01 23:59:40 +0000 2021,1.3886443226570465e+18, Infinite Wisdom   Infinite Wisdom  II  The Fight Wit  ,en,"{3696862437, 2895407591, 996202216, 3840414441, 2014067433, 4146960553, 1212889390, 3523917843, 1754903223, 1669769146, 4262643294}","[327311116, 851815762, 251773170, 1122630084, 190005080, 137327971, 330451440, 757245547, 242127216, 187052170]",-1,0.6369
82,82,85,89.0,Sat May 01 23:59:34 +0000 2021,1.3886442966984376e+18, NAT TEST   Official Text book      NAT TEST           ,en,"{1488010308, 1541680197, 1465878984, 792866735, 1722886288, 2854821425, 4013102741, 704996919, 2918919351, 602083678}","[986155913, 430693748, 163591560, 795639655, 147728537, 1026009141, 171673913, 209899723, 458149530, 1291611042]",1,0.0
83,83,86,90.0,Sat May 01 23:59:26 +0000 2021,1.3886442631187948e+18,   FREEreadKU  A very well written  entertaining story  I have not laughed so much in a long time   Review  AFTER THE CALENDAR ,en,"{762606478, 4286340115, 4013102741, 3045139480, 1436004508, 3568238749, 1216194334, 1016458013, 2332904106, 392388906, 2616930861, 2596831027, 2788530229, 2632571191, 867091385, 1670132808, 78589387, 3236849612, 1056400844, 1826082126, 3237372239, 4140083032, 2395377368, 4151493854, 2442446690, 1198873444, 3109333487, 2630132208, 247471862}","[24118140, 29186537, 37603800, 90855276, 205558321, 51712659, 1968704, 61886603, 323657, 247428964]",1,0.4726
84,84,87,91.0,Sat May 01 23:59:26 +0000 2021,1.3886442600529306e+18,NOW in Audio  How to Survive a    K Mortgage written by  and narrated by Rebecca Ortiz   ,en,"{4064514177, 3796911752, 2939655433, 4013102741, 3334774680, 1961772832, 839989160, 1054177839, 1589111225, 1574121786, 2828359487, 3011912520, 3560268110, 1411668180, 3726047830, 1074057305, 3278559593, 415136879, 4174198387, 2703731708, 875502846}","[96980822, 326751909, 184328371, 218612372, 4802288, 161933818, 15017102, 124690579, 105910344, 150179624]",-1,0.0
85,85,88,92.0,Sat May 01 23:59:25 +0000 2021,1.388644259453096e+18, SALE  Just A Regular Mom Trying Not To Raise Republicans T Shirt BUY HERE   TruthMatters ,en,"{3988296507, 600139973, 4138569477, 483470363, 2586479017, 1930246669, 3879216814, 2807804174, 3860350163, 3123754292, 2337690901, 2070246131, 573269271, 3596850168, 630571514, 2678291131, 3108675581, 138666168}","[327208942, 435247339, 209895389, 172156596, 20195749, 376183659, 1221058909, 193748227, 639608172, 536109546]",-1,0.0
86,86,89,93.0,Sat May 01 23:59:23 +0000 2021,1.3886442483004375e+18,I wasn t involved in writing  Raging Storm  It s my wife s book and awesome ,en,"{1146643810, 1125529573, 4002351878, 2780830439, 3608618088, 1497354441, 1956490903, 1364104491, 3871305004, 1333107213, 3109768207, 3341015894, 2125010871, 3706935574, 836140538, 697342619, 1850599100}","[54212929, 306496831, 363657900, 60893748, 39453855, 16983193, 12818408, 272279008, 305758076, 291138024]",1,0.1779
87,87,90,94.0,Sat May 01 23:59:22 +0000 2021,1.3886442466729984e+18, MagicTouch    BeatingHearts                     kingandprince                                 King  amp  Prince  Amazo  ,en,"{3742424353, 3764365187, 329416517, 2365083334, 2261461829, 4102071959, 2307783689, 124481452, 242426190, 3925922286, 1410602704, 3492235570, 4059420180, 4013102741, 4074491767, 27421049, 1414652732, 3754272541}","[13774355, 58491463, 22729518, 593540343, 122846155, 100567803, 96581261, 89349557, 317994955, 160936243]",1,0.0
88,88,91,95.0,Sat May 01 23:59:22 +0000 2021,1.3886442446052598e+18, Some people set the bar so low you can trip over it     Frank Sonnenberg   BookSmart,en,"{2943575682, 2921639938, 1141069963, 3949904145, 4047416722, 4013102741, 4101901337, 1074412825, 1114130844, 1124520757, 898332734, 2136071999, 737376708, 3720035403, 1831825868, 124196819, 4054839915, 2591597427, 3239756666}","[69823077, 69303622, 376444222, 152251587, 292663932, 598239085, 107483026, 189359684, 96293802, 15727636]",-1,-0.4101
89,89,92,96.0,Sat May 01 23:59:20 +0000 2021,1.3886442361537372e+18, Infinite Wisdom   Infinite Wisdom  II  The Fight Within ,en,"{3696862437, 2895407591, 996202216, 3840414441, 2014067433, 1212889390, 1669769146, 4099862491, 948031516, 4262643294}","[654547904, 622949234, 860167662, 922806819, 190005080, 137327971, 430833963, 812713152, 242127216, 234826313]",1,0.6369
90,90,93,97.0,Sat May 01 23:59:14 +0000 2021,1.388644212787368e+18, Infinite Wisdom   Infinite Wisdom  II  The Fight Within ,en,"{3696862437, 2895407591, 996202216, 3840414441, 2014067433, 1212889390, 1669769146, 4099862491, 948031516, 4262643294}","[654547904, 622949234, 860167662, 922806819, 190005080, 137327971, 430833963, 812713152, 242127216, 234826313]",1,0.6369
91,91,95,99.0,Sat May 01 23:59:12 +0000 2021,1.3886442047929098e+18,    is back with his latest album   Country Again Side A   A representation of a life lived in recent years    ,en,"{2126501129, 552811151, 2781247762, 2657976212, 4013102741, 715242518, 3516828565, 544186657, 1971095457, 673125668, 3288909482, 502939313, 3358872641, 3236109124, 2858656711, 2189949513, 1195886931, 1840366163, 1398000214, 2620185567, 2248857698, 563884262, 401713899, 2938229358, 2758242932, 2228025207}","[22225303, 37902412, 4848802, 71099234, 293027822, 199700530, 222097755, 326294843, 315923945, 177919334]",1,0.0
92,92,96,100.0,Sat May 01 23:59:10 +0000 2021,1.3886441934012498e+18,Social Distancing   Self Isolated    Stressed     Learn how to relax with this book  Stress is harmful to your Heal  ,en,"{3841483910, 2342629772, 982558609, 4013102741, 4111841180, 2483464349, 3501059369, 1433983663, 907667637, 2281201207, 1811178807, 581794361, 3197378887, 2375205584, 3994709460, 1873180631, 1606927449, 766468700, 803263965, 3656648812, 2026558063, 1895635569, 1851454833, 1136685685, 2420164601, 631488122}","[64871312, 33339201, 81786521, 191903203, 261547492, 78005489, 81880138, 51952043, 158953321, 214904672]",1,-0.5574
93,93,97,101.0,Sat May 01 23:59:07 +0000 2021,1.3886441834607534e+18,Now Playing  I m Every Woman by  ChakaKhan Listen Live at  Buy this song here    ,en,"{277710095, 3262459665, 4013102741, 1255127575, 1059134750, 628601119, 3424703520, 2293852705, 4221181860, 2203484711, 1488650026, 3266157634, 1231178311, 3035439052, 612705371, 551151077, 604510441, 2975772782, 3637043447}","[69676804, 223329420, 295166313, 281430502, 24790616, 599399430, 211531460, 267988089, 681487500, 149766460]",1,0.2023
94,94,98,102.0,Sat May 01 23:59:02 +0000 2021,1.388644160320774e+18, Infinite Wisdom   Infinite Wisdom  II  The Fight Wit  ,en,"{3696862437, 2895407591, 996202216, 3840414441, 2014067433, 4146960553, 1212889390, 3523917843, 1754903223, 1669769146, 4262643294}","[327311116, 851815762, 251773170, 1122630084, 190005080, 137327971, 330451440, 757245547, 242127216, 187052170]",-1,0.6369
95,95,99,103.0,Sat May 01 23:59:00 +0000 2021,1.3886441531526513e+18,    Ring Light Bundle for           Save     with promo code   RFDK          Seller MUST be  ,en,"{76694145, 3464214147, 4000049034, 1075781259, 676968847, 4013102741, 3781430423, 3901776413, 970926624, 1352527157, 1886540094, 2030374597, 364031173, 2015327175, 513668042, 693883469, 396865491, 1234888413, 824735718, 2609652587, 2747253101, 1250568945, 521054717}","[59211994, 74969349, 150754471, 81712332, 17257008, 34038345, 135915869, 42762762, 63818508, 128178149]",1,0.4939
96,96,100,104.0,Sat May 01 23:58:54 +0000 2021,1.3886441292199526e+18,Need to escape from a CoVid world  Try A Second Kiss for Christmas  by our    st  ,en,"{3143014149, 3468567176, 2782663816, 3973411981, 2818325009, 4013102741, 2657525535, 418578367, 3783964224, 976439109, 1085288140, 3930171858, 2543033953, 2194267875, 2069205352, 2934448107, 2075232237, 1974772722, 485317365, 2834778102, 2017394555}","[49603577, 129494152, 53779610, 289584708, 63560107, 41670261, 106179137, 168266353, 674405701, 68588452]",1,0.5423
97,97,101,105.0,Sat May 01 23:58:53 +0000 2021,1.3886441243253023e+18, Infinite Wisdom   Infinite Wisdom  II  The Fight Within ,en,"{3696862437, 2895407591, 996202216, 3840414441, 2014067433, 1212889390, 1669769146, 4099862491, 948031516, 4262643294}","[654547904, 622949234, 860167662, 922806819, 190005080, 137327971, 430833963, 812713152, 242127216, 234826313]",1,0.6369
98,98,102,106.0,Sat May 01 23:58:53 +0000 2021,1.388644123964416e+18,  NOW in Audio  A Christmas Eve in Captain s Point written by  and narrated by  https    ,en,"{77470985, 2014753546, 2939655433, 421185289, 4013102741, 390502694, 839989160, 3447893804, 992608300, 2216466862, 276172986, 675502268, 905214140, 3726047830, 716613339, 3278559593, 1597718640, 615009523, 4174198387, 4132785911, 4176030329, 875502846}","[34526271, 47384352, 184328371, 65267767, 4802288, 321988236, 17589089, 153033793, 92172517, 122455031]",1,0.0
99,99,103,107.0,Sat May 01 23:58:47 +0000 2021,1.3886440976200704e+18,acism Is A Public Health Crisis T Shirt BUY HERE  ,en,"{4214910181, 102432645, 4138569477, 2771013166, 2807804174, 2393870099, 3911599539, 3860350163, 2070246131, 4267531225}","[1208886906, 2281352249, 149425038, 126276410, 904112018, 580375471, 172464872, 278435228, 145799462, 173102969]",1,-0.6249
100,100,104,108.0,Sat May 01 23:58:45 +0000 2021,1.3886440919914127e+18, Infinite Wisdom   Infinite Wisdom  II  The Fight Within ,en,"{3696862437, 2895407591, 996202216, 3840414441, 2014067433, 1212889390, 1669769146, 4099862491, 948031516, 4262643294}","[654547904, 622949234, 860167662, 922806819, 190005080, 137327971, 430833963, 812713152, 242127216, 234826313]",1,0.6369
101,101,105,109.0,Sat May 01 23:58:45 +0000 2021,1.3886440893111583e+18,Source  Check out this Product made for Sports like  Basketball  Football  and  Boxing   the  ,en,"{1931758983, 3205972234, 911889035, 2183789081, 951903642, 2132553505, 2380769191, 1407272104, 391359541, 4241432638, 2590033472, 202008263, 2460098126, 1691730899, 3558105951, 2258553440, 2967969379, 1786072293, 1347601896, 995800810, 234110963}","[680171321, 51435368, 79621438, 29092840, 79118832, 111857100, 128455431, 86570799, 70140912, 23976941]",1,0.3612
102,102,106,110.0,Sat May 01 23:58:44 +0000 2021,1.388644087054672e+18,  is back with his latest album   Country Again Side A   A representation of a life lived in recent yea  ,en,"{552811151, 2781247762, 2657976212, 3516828565, 715242518, 544186657, 1971095457, 673125668, 3288909482, 502939313, 3358872641, 3236109124, 2858656711, 2189949513, 1171188041, 2461683148, 1195886931, 1398000214, 2620185567, 2248857698, 401713899, 2938229358, 3655849967, 2758242932, 2228025207}","[110364125, 37902412, 4848802, 71099234, 293027822, 199700530, 222097755, 470809834, 315923945, 177919334]",1,0.0
103,103,107,111.0,Sat May 01 23:58:37 +0000 2021,1.3886440567171643e+18, Why would you buy  NFLX instead of  FB or  AMZN or  GOOG  This doesn t make any sense ,en,"{4178680321, 1051499522, 936052612, 267572229, 717347973, 3775258759, 2645767942, 4091603986, 4171022112, 4036475696, 2695168956, 1736512959, 1537834700, 858762190, 1616534352, 887339090, 1076106972, 2402179940, 1197637736, 2519003626, 929803756, 225149302, 1445198840}","[236198706, 262255140, 152222950, 230158130, 278883956, 120162446, 91643111, 76989404, 143197367, 194565563]",-1,0.0
104,104,108,112.0,Sat May 01 23:58:33 +0000 2021,1.3886440393570427e+18, Infinite Wisdom   Infinite Wisdom  II  The Fight Within ,en,"{3696862437, 2895407591, 996202216, 3840414441, 2014067433, 1212889390, 1669769146, 4099862491, 948031516, 4262643294}","[654547904, 622949234, 860167662, 922806819, 190005080, 137327971, 430833963, 812713152, 242127216, 234826313]",1,0.6369
105,105,109,113.0,Sat May 01 23:58:30 +0000 2021,1.3886440255492628e+18,  My lowest cost items are for Summer school   colored chalk           left    All items will g  ,en,"{2088368774, 1539676424, 135708048, 3577073170, 1886526866, 3333239314, 4013102741, 940592155, 2961354011, 3409238181, 3839222824, 509831217, 2382668722, 2555142205, 3251890621, 3660780096, 3249989700, 29032901, 54474060, 4234097372, 473104605, 2398942433, 747418597, 2683643638}","[91733436, 186854444, 337115835, 145207945, 44198584, 59968053, 202242744, 4386556, 58686321, 18191242]",-1,-0.3818
106,106,110,115.0,Fri Apr 30 23:59:53 +0000 2021,1.3882819858655928e+18,  A Harem Boy s Saga  a memoir by Young  a   book series    is a sensually captivating true story ab ,en,"{1082077184, 651604354, 2977534472, 3563384848, 3999365907, 4013102741, 25429529, 1255745691, 1930295324, 3910567456, 2358235939, 3618102308, 1248771879, 3288909482, 3528427568, 2150586420, 2635003836, 2919184968, 912942034, 1398000214, 2156193244, 283890014, 517317344, 1298743656, 415136879, 3091973109, 3088991996}","[53084774, 88962666, 199870468, 48279558, 112189314, 465854830, 59258482, 326294843, 226461500, 28347852]",1,0.4215
107,107,111,116.0,Fri Apr 30 23:59:52 +0000 2021,1.3882819825058652e+18,  On February           a dark horde destroyed the city of Sandomierz  Poland  A sole survivor manages to escape  ladened ,en,"{2099869071, 1151484051, 4013102741, 413218587, 746235805, 1748888222, 80589089, 2466708901, 4193724082, 989302326, 1172900663, 1031105208, 1472076856, 2575639100, 2516439613, 1003738308, 941638857, 2748372553, 1691363671, 3137196125, 486117221, 3788344172, 1244234608, 2165492090, 1786804222}","[36100995, 91748765, 114271280, 128266359, 36479865, 101766654, 19051462, 157866009, 106334908, 113608057]",1,-0.0
108,108,113,118.0,Fri Apr 30 23:59:51 +0000 2021,1.3882819796368302e+18, No place is as intimate as where you confess your sins  A former nun and a lawyer turned priest strugg  ,en,"{4183722369, 3433731603, 1837197346, 3676631085, 2886065839, 2162032055, 2424494904, 1545515192, 1895328699, 3581488063, 2626526784, 2377294145, 2831036739, 2005802448, 4073310167, 4113528292, 3007260644, 3910548592, 823771121, 2477535730, 75777779, 4261340537}","[117745691, 48489414, 25711518, 89647884, 154884608, 7764848, 118591610, 70836452, 156828464, 197450882]",1,-0.6369
109,109,114,119.0,Fri Apr 30 23:59:42 +0000 2021,1.3882819420853084e+18,  A coming of age story   Four high school friends and a songwriter contest   LA is another world   Hollywood  celebritie ,en,"{4045300353, 1354747914, 1427120522, 3796959373, 1304139789, 4094502799, 3231212570, 341594142, 418792224, 1688861601, 4290872609, 3025126313, 2106760489, 3786335287, 1644967357, 392517822, 4029466697, 3828107213, 1712889294, 3097592782, 1398000214, 1591152854, 66213081, 546303833, 3260873834, 554115442, 352093180}","[66180159, 3904685, 195772879, 70878208, 95429440, 179504163, 284843410, 502916124, 151727013, 75661084]",1,0.4767
110,110,115,120.0,Fri Apr 30 23:59:40 +0000 2021,1.3882819321868902e+18,  Josh Sheppard and the Island of Death New release     Fantasy  bookboost  Auth ,en,"{540601760, 1361952769, 542186148, 1252951081, 2281077898, 3585595114, 2650402572, 2295961099, 4206280527, 106362384, 3380233140, 2670034485, 2304161140, 2215699191, 4013102741, 3117595988, 3749500090, 1024556669}","[141361126, 378790749, 186421797, 120617895, 336786378, 698203072, 19599179, 55689323, 22709997, 225412613]",1,-0.5994
111,111,117,122.0,Fri Apr 30 23:59:36 +0000 2021,1.388281915489223e+18,    Found it on Amazon  ,en,"{3829888842, 1925921614, 3689716059, 1908104149, 4013102741, 2505576891, 34660539}","[843188332, 168025436, 300099442, 416134000, 301537292, 43110829, 24018941, 242669400, 1640948190, 928352087]",1,0.1779
112,112,118,123.0,Fri Apr 30 23:59:30 +0000 2021,1.3882818904995963e+18,Amazon  uk   Stock changed from  In stock   to  Available from these sellers   at                     ,en,"{2461391105, 1878041101, 193324814, 2343768847, 1327848079, 3093187855, 795211513, 4013102741, 3971346072, 2546839321, 1763660186, 1607240604, 430468525, 1583497138, 52157496, 1848330301, 1283049412, 2758862149, 147243717, 659103078, 1808395112, 2208295145, 2832351097}","[423705306, 119995431, 160352937, 79820156, 54636820, 59888150, 79967844, 86668174, 37290710, 108879371]",-1,0.1779
113,113,119,124.0,Fri Apr 30 23:59:28 +0000 2021,1.3882818807771996e+18,Source    Perfect Doll for a young Afro American girl   Dolls that looks like US  ikuzidolls  ,en,"{324076682, 4154611210, 2142672267, 4013102741, 2210913829, 2543583408, 310021811, 2937325877, 1572494525, 3484541631, 503371076, 2826458315, 3584102993, 3538775505, 1712827862, 3062676320, 3670199393, 1420224608, 3070467312, 2682901751, 748231935}","[7429212, 59855945, 101964356, 33549435, 67875472, 135145609, 552478920, 37836105, 307806644, 131940598]",1,0.7351
114,114,120,125.0,Fri Apr 30 23:59:24 +0000 2021,1.3882818673595064e+18,    mm Apple Watch starting at        open box return with warranty   ,en,"{2830802402, 4070299433, 1516977869, 224784973, 4136053838, 2765104816, 2790882226, 3719840050, 4013102741, 2411059325, 153608469, 2650652058, 1607240604, 1813381949, 810086719}","[159611917, 218459777, 866883480, 618874252, 240169593, 416560538, 135066559, 326294843, 143868966, 288080984]",-1,0.0
115,115,121,126.0,Fri Apr 30 23:59:17 +0000 2021,1.388281835231187e+18, If we don t address poor behavior  we re encouraging it through our inaction     Frank Sonnenberg   BookSmart,en,"{2921639938, 2720772750, 3112434451, 4013102741, 3338713751, 4101901337, 303889325, 1706892725, 3925366584, 977675844, 737376708, 753597510, 941506506, 3720035403, 876375253, 3698316248, 2008134745, 2462540001, 2910258147, 1372023140, 4054839915, 2552957556}","[72555283, 16207436, 475273304, 258695687, 53066420, 171892789, 375273035, 195685405, 37588743, 196121390]",-1,-0.1779
116,116,122,127.0,Fri Apr 30 23:59:11 +0000 2021,1.388281811093033e+18, Oh no  We re really sorry to hear this  You should be able to start your return or refund here   ,en,"{2320506503, 3659008269, 3355678863, 1326267153, 2144624405, 4013102741, 4046452380, 628601119, 1338959904, 2523496224, 3724426018, 3892562982, 3790941104, 2566256179, 3723423673, 674854972, 2530341955, 1281126359, 2355218657, 4238015076, 1298968937, 3500481390, 1554915572, 457452798}","[121716805, 103265873, 449502545, 544649781, 462576556, 56697399, 353176496, 31955021, 284123606, 12795913]",-1,-0.4201
117,117,123,128.0,Fri Apr 30 23:59:04 +0000 2021,1.3882817820517376e+18,  Can you pick me up     Retweet   yes   My Spiderman shirt      ,en,"{65098247, 2277434248, 2327408394, 3577073170, 4013102741, 762813340, 2988644769, 2359173418, 216762801, 889571634, 206381362, 3511130040, 1622422585, 1139662908, 1646292674, 2846249808, 407468880, 3326451953, 3023544950}","[119661862, 68481520, 378170234, 62794189, 28479342, 3558320, 125638958, 62685817, 213802313, 132979302]",1,0.4019
118,118,124,129.0,Fri Apr 30 23:59:00 +0000 2021,1.3882817646117724e+18,Grab a   pack of LED Ring Lights  get it for           Save     with promo code   FUL     ,en,"{76694145, 3464214147, 4194500365, 4292360593, 1463008786, 4013102741, 3901776413, 970926624, 975754666, 2991419947, 3241478830, 1886540094, 3305130704, 699741661, 3024687970, 2844895717, 2600660966, 824735718, 2747253101, 415136879, 1183805040, 1250568945, 278029816, 521054717, 1801462527}","[715980214, 15423487, 152322418, 81712332, 186715325, 34038345, 102052919, 42762762, 63818508, 128178149]",1,0.4939
119,119,125,130.0,Fri Apr 30 23:58:54 +0000 2021,1.3882817415599268e+18,  Sonos Playbar Black Works with PS   amp  PS  via TV            Amazon USA  ,en,"{2750419329, 440024847, 4236289813, 4013102741, 2272728217, 1970068250, 2672146331, 766759072, 1253189540, 3492235570, 710493245, 1692182593, 3770569537, 2239088968, 1194488013, 2183041628, 548077662, 1855107814, 2342934888, 3761548395, 819721335}","[268407382, 230049201, 11673791, 26603332, 87311994, 83836832, 33293358, 35048804, 1288290, 610096205]",1,0.1779
120,120,126,131.0,Fri Apr 30 23:58:39 +0000 2021,1.3882816771102597e+18,  Earthquakes cross the plains in waves  Infrastructure destroyed  Families forced to leave their homes  Beware of the he ,en,"{3767399556, 3400467844, 559058057, 2871832592, 925327763, 1860466198, 966000673, 250248485, 3590790442, 3027693229, 2438215606, 4113355968, 208406594, 3054323395, 3377238340, 4240549962, 2495987919, 2627605328, 3729254610, 3754728921, 396434784, 2389510652}","[169110487, 101247116, 10804831, 90088313, 28714313, 392923118, 11752506, 472640428, 31793335, 40372837]",1,-0.7506
